,address,coordinates
30760,"ул. Бакунинская, д. 96/98, Москва","[37.69434909179704, 55.78003235]"
30761,"пер. Барашевский, д. 12, Москва","[37.65108500636943, 55.759453]"
30762,"ул. Бауманская, д. 20, стр. 2, Москва","[37.677453, 55.7722786]"
30763,"ул. Бауманская, д. 20, стр. 3, Москва","[37.677453, 55.7722786]"
30764,"ул. Бауманская, д. 33/2, стр. 3, Москва","[37.6786196, 55.77306]"
30765,"ул. Бауманская, д. 56/17, стр. 1, Москва","[37.6792701, 55.7688504]"
30766,"ул. Бауманская, д. 66/11, Москва","[37.6798646, 55.7656629]"
30767,"ул. Бахрушина, д. 10, стр. 3, Москва","[37.634442503173574, 55.73561675]"
30768,"ул. Бахрушина, д. 19, стр. 1, Москва","[37.63676355340694, 55.734466499999996]"
30769,"ул. Белякова, д. 8, Москва","[37.56367435, 55.90638225]"
30770,"ул. Береговая, д. 4, к. 6, Москва","[37.47032686385461, 55.8280142]"
30771,"ул. Береговая, д. 4, к. 7, Москва","[74.1192755, 42.8423656]"
30772,"ул. Береговая, д. 4, к. 8, Москва","[37.46883102488889, 55.827773300000004]"
30773,"ул. Береговая, д. 4, к. 9, Москва","[37.46824219965474, 55.8279985]"
30774,"ул. Береговая, д. 8, Москва","[37.46883102488889, 55.827773300000004]"
30775,"ул. Берзарина, д. 10, Москва","[37.490301815861635, 55.787906250000006]"
30776,"пер. Больничный, д. 2, Москва","[37.63150308914882, 55.785773250000005]"
30777,"ул. Бронная Б., д. 23, стр. 2, Москва","[37.5981246, 55.7605791]"
30778,"ул. Дмитровка Б., д. 7/5, стр. 4, Москва","[37.6112506, 55.7647872]"
30779,"ул. Дмитровка Б., д. 12/1, стр. 1, Москва","[37.6100298, 55.7659787]"
30780,"ул. Дмитровка Б., д. 12/1, стр. 3, Москва","[37.6100298, 55.7659787]"
30781,"ул. Никитская Б., д. 35, Москва","[37.6096419, 55.7553512]"
30782,"ул. Никитская Б., д. 52, стр. 2, Москва","[37.6096419, 55.7553512]"
30783,"ул. Ордынка Б., д. 31/12, стр. 1, Москва",0
30784,"ул. Пироговская Б., д. 37/43, к. В, Москва",0
30785,"ул. Пироговская Б., д. 37-43, к. В, Москва",0
30786,"ул. Полянка Б., д. 33/41, стр. 1, Москва",0
30787,"ул. Серпуховская Б., д. 34, к. 6, Москва",0
30788,"пер. Афанасьевский Б., д. 7, стр. 2, Москва","[37.5974016, 55.7460195]"
30789,"пер. Афанасьевский Б., д. 22, Москва","[37.5974016, 55.7460195]"
30790,"пер. Афанасьевский Б., д. 41, Москва","[37.5974016, 55.7460195]"
30791,"пер. Власьевский Б., д. 14, стр. 2, Москва","[37.5909423, 55.7460518]"
30792,"пер. Демидовский Б., д. 10/28, Москва",0
30793,"пер. Дровяной Б., д. 21, стр. 1, Москва","[37.6570319, 55.7443353]"
30794,"пер. Казенный Б., д. 1/2, стр. 1, Москва","[37.6521327, 55.7598478]"
30795,"пер. Козловский Б., д. 8, Москва","[37.6488279, 55.7645851]"
30796,"пер. Козловский Б., д. 10, стр. 3, Москва","[37.6473172, 55.7667253]"
30797,"пер. Патриарший Б., д. 12, стр. 2, Москва","[37.592956, 55.7631937]"
30798,"пер. Сергиевский Б., д. 19/22, стр. 1, Москва",0
30799,"пер. Сергиевский Б., д. 20, Москва","[37.6283392, 55.7684103]"
30800,"пер. Сухаревский Б., д. 5, стр. 3, Москва","[37.628829, 55.770652]"
30801,"пер. Сухаревский Б., д. 15, стр. 2, Москва","[37.628829, 55.770652]"
30802,"пер. Сухаревский Б., д. 20, стр. 1, Москва","[37.628829, 55.770652]"
30803,"пер. Сухаревский Б., д. 21, стр. 6, Москва","[37.628829, 55.770652]"
30804,"пер. Сухаревский Б., д. 22, Москва","[37.628829, 55.770652]"
30805,"пер. Факельный Б., д. 6/12, Москва",0
30806,"пер. Факельный Б., д. 8, Москва","[37.6635754, 55.7420374]"
30807,"ул. Борисовская, д. 29, Москва","[37.73513536219008, 55.7917635]"
30808,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 1, Москва",0
30809,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 2, Москва",0
30810,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 3, к. 2, Москва",0
30811,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 3, к. 1, Москва",0
30812,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 4, к. 1, Москва",0
30813,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 4, к. 2, Москва",0
30814,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 5, Москва",0
30815,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 6, к. 2, Москва",0
30816,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 6, к. 1, Москва",0
30817,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 7, к. 2, Москва",0
30818,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 7, к. 1, Москва",0
30819,"п. Новофедоровское, ул. Борисоглебская Слобода, д. 15, к. 1, Москва",0
30820,"ул. Бронницкая, д. 6, Москва","[37.75529507701833, 55.73100355]"
30821,"ул. Бронницкая, д. 8/9, Москва","[37.756396554320276, 55.731181500000005]"
30822,"пер. Брюсов, д. 2/14, стр. 6, Москва","[37.607071, 55.7578162]"
30823,"аллея. Буковая, д. 1, Москва","[37.395151531252765, 55.520239000000004]"
30824,"аллея. Буковая, д. 3, Москва","[37.3942175187206, 55.5195569]"
30825,"аллея. Буковая, д. 4, Москва","[37.39533141474395, 55.5209518]"
30826,"аллея. Буковая, д. 5, Москва","[37.39336713474835, 55.51891085]"
30827,"аллея. Буковая, д. 6, Москва","[37.394580648738554, 55.5206331]"
30828,"аллея. Буковая, д. 7, Москва","[37.39306535, 55.51848725]"
30829,"аллея. Буковая, д. 8, Москва","[37.39392542938508, 55.5201469]"
30830,"аллея. Буковая, д. 10, Москва","[37.393256273712446, 55.5196619]"
30831,"аллея. Буковая, д. 12, Москва","[37.392604280609206, 55.5191785]"
30832,"проезд. Булатниковский, д. 6, к. 4, Москва","[37.650210409546645, 55.593293349999996]"
30833,"пер. Бутиковский, д. 18, Москва","[37.60127845255603, 55.7377508]"
30834,"пер. Варсонофьевский, д. 8, стр. 2, Москва","[37.62685615394645, 55.763153349999996]"
30835,"пер. Варсонофьевский, д. 8, стр. 3, Москва","[37.62685615394645, 55.763153349999996]"
30836,"ш. Варшавское, д. 4, Москва","[37.59551419237958, 55.592379550000004]"
30837,"ш. Варшавское, д. 31, Москва","[37.62228616042316, 55.69297065]"
30838,"ш. Варшавское, д. 85, к. 2, Москва","[37.62105397427992, 55.655443250000005]"
30839,"ш. Варшавское, д. 85, к. 3, Москва","[37.62128505, 55.65499685]"
30840,"ш. Варшавское, д. 85, к. 4, Москва","[37.621135874279915, 55.65454815]"
30841,"ш. Варшавское, д. 143В, к. А, Москва",0
30842,"ш. Варшавское, д. 145, к. 3, Москва","[37.5996603, 55.5802732]"
30843,"ш. Варшавское, д. 194, к. 1, Москва","[37.584649049999996, 55.548731700000005]"
30844,"ш. Варшавское, д. 194, к. 2, Москва","[37.584144026364356, 55.54896725]"
30845,"пер. Ведерников, д. 4/12, стр. А, Москва","[37.681469124708556, 55.734158]"
30846,"ул. Верейская, д. 21, Москва","[37.4415367498887, 55.7107161]"
30847,"ул. Вересковая, д. 12, к. 1, Москва","[37.64219129473836, 55.86059605]"
30848,"ул. Вересковая, д. 12, к. 2, Москва","[37.642721177150655, 55.86028055]"
30849,"ул. Вересковая, д. 14, Москва","[37.64282942604992, 55.860969749999995]"
30850,"ул. Вересковая, д. 18, Москва","[37.643992350000005, 55.86154705]"
30851,"ул. Верхние Поля, д. 17, к. 1, Москва","[37.75004539963072, 55.666827]"
30852,"ул. Верхние Поля, д. 19, к. 2, Москва","[37.75059665742117, 55.66742685]"
30853,"ул. Верхоянская, д. 12, Москва","[37.6656804, 55.857838400000006]"
30854,"п. Вороновское, д. Львово, ул. Весенняя, д. 3, Москва",0
30855,"ул. Вишневая, д. 18, Москва","[37.44805425, 55.833286099999995]"
30856,"ул. Водников, д. 5а, Москва","[37.44950420044462, 55.81759635]"
30857,"ул. Водников, д. 14, Москва","[37.4483616, 55.8168084]"
30858,"ул. Водопьянова, д. 1, к. 1, Москва","[37.56491270000001, 55.907571700000005]"
30859,"ул. Водопьянова, д. 1, к. 2, Москва","[37.564418145535726, 55.90749755]"
30860,"ул. Водопьянова, д. 3, к. 1, Москва","[37.56451678599269, 55.90676405000001]"
30861,"ул. Водопьянова, д. 3, к. 2, Москва","[37.564322000000004, 55.9070187]"
30862,"ул. Водопьянова, д. 3, к. 3, Москва","[37.56367265832678, 55.9068707]"
30863,"ул. Водопьянова, д. 5, Москва","[37.56412583758922, 55.906477949999996]"
30864,"пер. Вознесенский, д. 9, стр. 1, Москва","[37.60436886144644, 55.758285650000005]"
30865,"пер. Вознесенский, д. 9, стр. 2, Москва","[37.60436886144644, 55.758285650000005]"
30866,"проезд. Волоколамский, д. 6, к. 2, Москва","[37.43444825, 55.8264995]"
30867,"ул. Волочаевская, д. 40, к. 2, Москва","[37.6775858, 55.7512845]"
30868,"ул. Волочаевская, д. 40, к. 9, Москва","[37.67498997237126, 55.751570349999994]"
30869,"ул. Волхонка, д. 9, стр. 1, Москва","[37.608943749300245, 55.747726400000005]"
30870,"ул. Волхонка, д. 9, стр. 2, Москва","[37.608943749300245, 55.747726400000005]"
30871,"пер. Воротниковский, д. 8, стр. 1, Москва","[37.6018589, 55.7704072]"
30872,"ул. Воротынская, д. 7, Москва","[37.39926380616155, 55.88737275]"
30873,"ул. Воротынская, д. 7, к. 1, Москва","[37.3974578, 55.8874617]"
30874,"ул. Воротынская, д. 7, к. 2, Москва","[37.3982297, 55.88752735]"
30875,"ул. Воротынская, д. 7, к. 3, Москва","[37.39870472633105, 55.887487899999996]"
30876,"ул. Воротынская, д. 7, к. 4, Москва","[37.39823905, 55.88708775]"
30877,"ул. Воротынская, д. 7, к. 5, Москва","[37.39738689999997, 55.887182550000006]"
30878,"ул. Воротынская, д. 9, Москва","[37.39588125229672, 55.88803365]"
30879,"ул. Воротынская, д. 9, к. 1, Москва","[37.39553535, 55.88780545]"
30880,"ул. Воротынская, д. 9, к. 2, Москва","[37.39633369384464, 55.88777345]"
30881,"ул. Воротынская, д. 9, к. 3, Москва","[37.39677222613108, 55.88771955]"
30882,"ул. Воротынская, д. 9, к. 4, Москва","[37.3964417, 55.8873629]"
30883,"ул. Воротынская, д. 9, к. 5, Москва","[37.3951735, 55.88767475]"
30884,"ул. Воротынская, д. 11, Москва","[37.393839547535464, 55.8881409]"
30885,"ул. Воротынская, д. 11, к. 1, Москва","[37.394326923397315, 55.88808955]"
30886,"ул. Воротынская, д. 11, к. 2, Москва","[37.394849326490004, 55.88803365]"
30887,"ул. Воротынская, д. 11, к. 3, Москва","[37.39462020309942, 55.88771965]"
30888,"ул. Воротынская, д. 13/2, Москва","[37.39281615607135, 55.8883764]"
30889,"ул. Воротынская, д. 15, Москва","[37.39097848312773, 55.88858495]"
30890,"проезд. Врачебный, д. 4, Москва","[37.46271463718661, 55.8124392]"
30891,"проезд. Врачебный, д. 6, к. 1, Москва","[37.46181353741436, 55.81269615]"
30892,"п. Новофедоровское, ул. Вышгородская, д. 1, Москва",0
30893,"п. Новофедоровское, ул. Вышгородская, д. 3, Москва",0
30894,"п. Новофедоровское, ул. Вышгородская, д. 5, Москва",0
30895,"п. Новофедоровское, ул. Вышгородская, д. 6, к. 1, Москва",0
30896,"п. Новофедоровское, ул. Вышгородская, д. 7, Москва",0
30897,"п. Новофедоровское, ул. Вышгородская, д. 9, Москва",0
30898,"п. Новофедоровское, ул. Вышгородская, д. 11, к. 2, Москва",0
30899,"п. Новофедоровское, ул. Вышгородская, д. 11, к. 1, Москва",0
30900,"п. Новофедоровское, ул. Вышгородская, д. 23, Москва",0
30901,"пер. Гагаринский, д. 9/5, Москва","[37.59739476180371, 55.74465925]"
30902,"п. Новофедоровское, ул. Генерала Донскова, д. 4, Москва",0
30903,"п. Новофедоровское, ул. Генерала Донскова, д. 6, Москва",0
30904,"п. Новофедоровское, п. Новофедоровское, ул. Генерала Донскова, д. 8, Москва",0
30905,"п. Мосрентген, п. завода Мосрентген, ул. Героя России Соломатина, д. 13, Москва","[37.4685589, 55.622477]"
30906,"ул. Гжатская, д. 16, Москва","[37.4350653, 55.7153636]"
30907,"пер. Гжельский, д. 3, Москва","[37.67607628845997, 55.7481528]"
30908,"ул. Говорова, д. 16, к. 1, Москва","[37.393884256454385, 55.720919249999994]"
30909,"ул. Говорова, д. 16, к. 2, Москва","[37.39479638365059, 55.721094199999996]"
30910,"ул. Говорова, д. 16, к. 3, Москва","[37.39566806690391, 55.7212644]"
30911,"ул. Говорова, д. 16, к. 4, Москва","[37.396533480482034, 55.7214297]"
30912,"ул. Говорова, д. 16, к. 5, Москва","[37.39759974823217, 55.721081850000004]"
30913,"пер. Графский, д. 10/12, к. 2, Москва","[37.639832203061836, 55.80297005]"
30914,"пер. Гусятников, д. 4, стр. 3, Москва","[37.6395448, 55.7651765]"
30915,"пер. Даев, д. 31, стр. 1, Москва","[37.6396973572065, 55.7699802]"
30916,"ул. Дачная, д. 1, Москва","[37.58682209999999, 55.510391]"
30917,"ул. Дачная, д. 2, Москва","[74.1231812, 42.8357332]"
30918,"ул. Дачная, д. 3, Москва","[37.5881177, 55.51085675]"
30919,"ул. Дачная, д. 4, Москва","[74.1231812, 42.8357332]"
30920,"ул. Дачная, д. 5, Москва","[37.58768309008356, 55.5096908]"
30921,"ул. Дачная, д. 6, Москва","[37.58790395, 55.5102734]"
30922,"ул. Дербеневская, д. 14, к. 5, Москва","[37.64724043507722, 55.723515750000004]"
30923,"п. Новофедоровское, ул. Десятинная, д. 1, Москва",0
30924,"п. Новофедоровское, ул. Десятинная, д. 2, к. 1, Москва",0
30925,"п. Новофедоровское, ул. Десятинная, д. 2, к. 2, Москва",0
30926,"п. Новофедоровское, ул. Десятинная, д. 2, к. 3, Москва",0
30927,"п. Новофедоровское, ул. Десятинная, д. 3, Москва",0
30928,"п. Новофедоровское, ул. Десятинная, д. 4, Москва",0
30929,"п. Новофедоровское, ул. Десятинная, д. 5, Москва",0
30930,"п. Новофедоровское, ул. Десятинная, д. 6, Москва",0
30931,"п. Новофедоровское, ул. Десятинная, д. 10, Москва",0
30932,"п. Новофедоровское, ул. Десятинная, д. 12, Москва",0
30933,"п. Новофедоровское, ул. Десятинная, д. 23, Москва",0
30934,"проезд. Джанкойский, д. 3, Москва","[37.5748856, 55.5396881]"
30935,"ул. Дмитрия Ульянова, д. 18, к. 1, Москва","[37.5704527, 55.6883751]"
30936,"пер. Дмитровский, д. 2, стр. 1, Москва","[37.61557023276343, 55.7616055]"
30937,"ул. Доброслободская, д. 7/1, Москва","[37.673578846123014, 55.768100000000004]"
30938,"ул. Доброслободская, д. 10, стр. 4, Москва","[37.673647660800775, 55.76728075]"
30939,"ул. Доброслободская, д. 10, стр. 3, Москва","[37.673647660800775, 55.76728075]"
30940,"ул. Доброслободская, д. 11-13, Москва","[37.673993796349976, 55.76739275]"
30941,"ул. Долгова, д. 2, Москва","[37.45672836903509, 55.8302805]"
30942,"аллея. Долгопрудная, д. 1, к. 16, Москва","[37.53091215, 55.93587565]"
30943,"аллея. Долгопрудная, д. 1, к. 18, Москва","[37.530797988478255, 55.9354863]"
30944,"аллея. Долгопрудная, д. 1, к. 19, Москва","[37.5312381575348, 55.93657655]"
30945,"аллея. Долгопрудная, д. 1, к. 25, Москва","[37.52965396798313, 55.93505605]"
30946,"аллея. Долгопрудная, д. 1, к. 34, Москва","[37.53031150722924, 55.93474535]"
30947,"аллея. Долгопрудная, д. 1, к. 39, Москва","[37.53091246273225, 55.9350098]"
30948,"аллея. Долгопрудная, д. 1, к. 42, Москва","[37.53156335610106, 55.9352776]"
30949,"аллея. Долгопрудная, д. 1, к. 43, Москва","[37.53177224808154, 55.93507395]"
30950,"аллея. Долгопрудная, д. 1, к. 47, Москва","[37.5322255, 55.936149349999994]"
30951,"аллея. Долгопрудная, д. 1, к. 49, Москва","[37.53243875102668, 55.9357075]"
30952,"аллея. Долгопрудная, д. 1, к. 83, Москва","[37.532995166551586, 55.93436275]"
30953,"аллея. Долгопрудная, д. 1, к. 105, Москва","[37.535218099999994, 55.93378835]"
30954,"ул. Егора Абакумова, д. 3, Москва","[37.716275366032356, 55.87810685]"
30955,"ул. Егора Абакумова, д. 12, Москва","[37.71429031647081, 55.87986425]"
30956,"ул. Екатерины Будановой, д. 4, к. 2, Москва","[37.42623139024434, 55.731090550000005]"
30957,"ул. Екатерины Будановой, д. 10, к. 2, Москва","[37.428528400000005, 55.73120205]"
30958,"проезд. Елоховский, д. 1, Москва","[37.673348586625764, 55.77311105]"
30959,"пер. Ермолаевский, д. 9, Москва","[37.590706989749705, 55.76463545]"
30960,"проезд. Жуков, д. 21, Москва","[37.64445773723081, 55.72286685]"
30961,"ул. Жуковского, д. 11, Москва","[37.64672142080601, 55.7628514]"
30962,"ул. Забелина, д. 5, стр. 2, Москва","[37.63754491444968, 55.7557356]"
30963,"ул. Зарайская, д. 60, Москва","[37.77595806427735, 55.7272887]"
30964,"ш. Звенигородское, д. 13, Москва","[37.548531740502554, 55.7644069]"
30965,"пр-кт. Зеленый, д. 9, Москва","[37.77726156213476, 55.750151450000004]"
30966,"пр-кт. Зеленый, д. 46, Москва","[37.80801270439743, 55.7522596]"
30967,"ул. Земляной Вал, д. 21/2-4, стр. 2, Москва","[37.65896048048864, 55.7605236]"
30968,"проезд. Золоторожский, д. 2, к. 1, Москва","[37.68277105, 55.75124985]"
30969,"ул. Ивовая, д. 5, Москва","[37.64335586985894, 55.85994125]"
30970,"пл. Измайловская, д. 5, к. 1, Москва","[37.774838658783786, 55.7926944]"
30971,"проезд. Измайловский, д. 6, к. 3, Москва","[37.77353289157058, 55.7923429]"
30972,"б-р. Измайловский, д. 14/36, Москва","[37.788393, 55.7962327]"
30973,"пр-кт. Измайловский, д. 47, Москва","[37.77688630134253, 55.7887554]"
30974,"пр-кт. Измайловский, д. 49, Москва","[37.777676142093185, 55.78864985]"
30975,"б-р. Измайловский, д. 59а, Москва","[37.804336553693005, 55.79789195]"
30976,"ул. Изумрудная, д. 38, Москва","[37.69021015711698, 55.8757908]"
30977,"ул. Изумрудная, д. 63, к. 1, Москва","[37.6809458, 55.8700597]"
30978,"ул. Илимская, д. 5, к. Б, Москва","[37.5866236, 55.8896761]"
30979,"ул. Казакова, д. 8А, Москва","[37.660930087306255, 55.76256175]"
30980,"пер. Казарменный, д. 3-5, стр. 2, Москва","[37.651284407057986, 55.75697685]"
30981,"пер. Казарменный, д. 4, стр. 1, Москва","[37.64985399157829, 55.756383650000004]"
30982,"пер. Казарменный, д. 10, стр. 1, Москва","[37.6517652, 55.756374199999996]"
30983,"пер. Казарменный, д. 10, стр. 2, Москва","[37.6517652, 55.756374199999996]"
30984,"ул. Каланчевская, д. 28, Москва","[37.64626997824607, 55.7790489]"
30985,"ул. Камова, д. 5, Москва","[37.871137830512765, 55.70598235]"
30986,"ул. Камова, д. 7, Москва","[37.87154475000001, 55.705115750000004]"
30987,"б-р. Карельский, д. 3, к. 3, Москва","[37.53152832554151, 55.89297685]"
30988,"ш. Каширское, д. 7, к. 2, Москва","[37.62955905150254, 55.6694937]"
30989,"ул. Керченская, д. 9, Москва","[37.579992334061515, 55.64976525]"
30990,"пер. Колокольников, д. 15, Москва","[37.62836255390735, 55.768078700000004]"
30991,"пер. Колокольников, д. 17, Москва","[37.62904872473831, 55.768123]"
30992,"пер. Колокольников, д. 19/22, стр. 1, Москва","[37.62965696380006, 55.76815755]"
30993,"проезд. Конаковский, д. 13А, Москва","[37.4789313679321, 55.8474704]"
30994,"ул. Коцюбинского, д. 3, к. 1, Москва","[37.429398385237626, 55.7292575]"
30995,"ул. Коцюбинского, д. 3, к. 2, Москва","[37.4283573498829, 55.7292687]"
30996,"ул. Коцюбинского, д. 5, к. 1, Москва","[37.42944895609993, 55.7296322]"
30997,"ул. Коцюбинского, д. 5, к. 2, Москва","[37.42835427599535, 55.72963595]"
30998,"ул. Коцюбинского, д. 7, к. 1, Москва","[37.429426301634464, 55.73035215]"
30999,"ул. Коцюбинского, д. 7, к. 2, Москва","[37.428364989192744, 55.73034925]"
31000,"ул. Красноказарменная, д. 14А, Москва","[37.7119369, 55.7514502]"
31001,"ул. Краснолиманская, д. 21, Москва","[37.5615714, 55.53999555]"
31002,"ул. Краснолиманская, д. 23, Москва","[37.5615121, 55.5408521]"
31003,"ул. Краснолиманская, д. 25, Москва","[37.5608805, 55.5409082]"
31004,"ул. Краснопролетарская, д. 14/2, Москва","[37.60746514437182, 55.77666725]"
31005,"ул. Краснопрудная, д. 36, стр. 2, Москва","[37.66894110293754, 55.78051955]"
31006,"ул. Красносолнечная, д. 40, к. 1, Москва","[37.84586073703822, 55.71631585]"
31007,"ул. Красносолнечная, д. 40, к. 2, Москва","[37.846567702502654, 55.7171091]"
31008,"ул. Красносолнечная, д. 40, к. 3, Москва","[37.84532295250264, 55.7168916]"
31009,"б-р. Кронштадтский, д. 35, к. А, Москва",0
31010,"ул. Кунцевская, д. 13, Москва","[37.41713528525563, 55.73025495]"
31011,"ш. Куркинское, д. 17, к. 5, Москва","[37.39609645, 55.88419495]"
31012,"ш. Куркинское, д. 17, к. 6, Москва","[37.39521944474585, 55.88386945]"
31013,"ш. Куркинское, д. 17, к. 7, Москва","[37.39416500111051, 55.883969699999994]"
31014,"ш. Куркинское, д. 40, Москва","[37.398292935492236, 55.8857745]"
31015,"ш. Куркинское, д. 40, к. 1, Москва","[37.399225191797214, 55.886202]"
31016,"ш. Куркинское, д. 40, к. 2, Москва","[37.39873045, 55.886219499999996]"
31017,"ш. Куркинское, д. 40, к. 3, Москва","[37.398142104928596, 55.886288]"
31018,"ш. Куркинское, д. 40, к. 4, Москва","[37.39763165, 55.88632045]"
31019,"ш. Куркинское, д. 42, Москва","[37.39615204906835, 55.8859861]"
31020,"ш. Куркинское, д. 42, к. 1, Москва","[37.39709978162006, 55.886395]"
31021,"ш. Куркинское, д. 42, к. 2, Москва","[37.39657107414605, 55.88642350000001]"
31022,"ш. Куркинское, д. 44, Москва","[37.394817158987195, 55.8864443]"
31023,"ш. Куркинское, д. 48, Москва","[37.39356307412537, 55.8871738]"
31024,"ш. Куркинское, д. 48, к. 1, Москва","[37.394549005317515, 55.8870369]"
31025,"ул. Ладожская, д. 7, Москва","[37.6827619, 55.7715992]"
31026,"ул. Ладожская, д. 7А, Москва","[37.6830978, 55.7716103]"
31027,"проезд. Лазоревый, д. 13, Москва","[37.63368996849094, 55.85299445]"
31028,"ул. Ленская, д. 10, к. 3, Москва","[37.66770367651515, 55.86827035]"
31029,"пер. Леонтьевский, д. 2/26, стр. 2, Москва","[37.6052521, 55.7606357]"
31030,"пер. Леонтьевский, д. 12, Москва","[37.6039705, 55.759663200000006]"
31031,"ул. Леси Украинки, д. 12, Москва","[37.4190098, 55.72983805]"
31032,"ул. Лесная, д. 61, стр. 1, Москва","[37.32581602562795, 55.519639600000005]"
31033,"ул. Лодочная, д. 1, стр. 1, Москва","[37.465545048826485, 55.8397608]"
31034,"ул. Лодочная, д. 5, стр. 1, Москва","[37.4609375, 55.8398705]"
31035,"проезд. Локомотивный, д. 19а, Москва","[37.57271124275114, 55.84412535]"
31036,"проезд. Лубянский, д. 19, стр. 1, Москва","[37.63428499603985, 55.75599645]"
31037,"ул. Люблинская, д. 143, к. 1, Москва","[37.74221222895642, 55.665108950000004]"
31038,"ул. Люблинская, д. 143, к. 2, Москва","[37.74306032683528, 55.66517545000001]"
31039,"ул. Люблинская, д. 145, Москва","[37.742267671261466, 55.664507900000004]"
31040,"ул. Люблинская, д. 159, к. 1, Москва","[37.74475440945625, 55.65430965]"
31041,"пер. Лялин, д. 5, стр. 1, Москва","[37.651832600000006, 55.760021699999996]"
31042,"ул. Макаренко, д. 4, стр. 2, Москва","[37.64815077164793, 55.7610152]"
31043,"ул. Макаренко, д. 9, стр. 1, Москва","[37.6485305, 55.7618998]"
31044,"ул. Максимова, д. 8, Москва","[37.469745892635736, 55.7999279]"
31045,"ул. Грузинская М., д. 43, стр. 1, Москва","[37.5783312, 55.7662649]"
31046,"ул. Маленковская, д. 32, стр. 1, Москва","[37.6740338, 55.7870238]"
31047,"пер. Златоустинский М., д. 8, стр. 1, Москва","[37.6323175, 55.7587764]"
31048,"пер. Ивановский М., д. 6/5, стр. 1, Москва",0
31049,"пер. Ивановский М., д. 11/6, стр. 1, Москва",0
31050,"пер. Ивановский М., д. 11/6, стр. 2, Москва",0
31051,"пер. Казенный М., д. 2/1, стр. 2, Москва","[37.6521327, 55.7598478]"
31052,"пер. Каретный М., д. 6, Москва","[37.6162354, 55.7700879]"
31053,"пер. Кисельный М., д. 3, стр. 2, Москва","[37.6258994, 55.7647957]"
31054,"пер. Кисельный М., д. 6, стр. 1, Москва","[37.6258994, 55.7647957]"
31055,"пер. Козловский М., д. 8, Москва","[37.6488279, 55.7645851]"
31056,"пер. Палашевский М., д. 2/8, Москва",0
31057,"пер. Татарский М., д. 5, Москва","[37.6311178, 55.7374891]"
31058,"пер. Харитоньевский М., д. 7, стр. 2, Москва","[37.6467881, 55.7652116]"
31059,"пер. Харитоньевский М., д. 7, стр. 3, Москва","[37.6467881, 55.7652116]"
31060,"пер. Харитоньевский М., д. 7, стр. 4, Москва","[37.6467881, 55.7652116]"
31061,"ул. Малышева, д. 26, к. 1, Москва","[37.7429405, 55.6987796]"
31062,"пер. Мансуровский, д. 13, Москва","[37.59368645, 55.7400493]"
31063,"ул. Маросейка, д. 6-8, стр. 1, Москва","[37.6343743, 55.7573612]"
31064,"ул. Маросейка, д. 11/4, стр. 1, Москва","[37.63475060232558, 55.75860615]"
31065,"ул. Маросейка, д. 13, стр. 1, Москва","[37.63115570924816, 55.75757175]"
31066,"ул. Маршала Бирюзова, д. 21, Москва","[37.49051654761904, 55.7947489]"
31067,"ул. Маршала Бирюзова, д. 25, Москва","[37.488926091797836, 55.795056200000005]"
31068,"ул. Маршала Бирюзова, д. 29, Москва","[37.48826660530818, 55.7959264]"
31069,"пр-кт. Маршала Жукова, д. 5, Москва","[37.499559000000005, 55.77531875]"
31070,"ул. Маршала Мерецкова, д. 6, Москва","[37.48940232072176, 55.79425025]"
31071,"ул. Маршала Мерецкова, д. 8, Москва","[37.48871641788194, 55.79460885]"
31072,"ул. Маршала Мерецкова, д. 10, Москва","[37.48816106379978, 55.79490355]"
31073,"ул. Маршала Мерецкова, д. 12, Москва","[37.48716434245375, 55.7954289]"
31074,"ул. Маршала Новикова, д. 3, Москва","[37.469647144449084, 55.80115265]"
31075,"ул. Маршала Новикова, д. 10, к. 2, Москва","[37.465481904495846, 55.804503749999995]"
31076,"ул. Маршала Соколовского, д. 11, к. 2, Москва","[37.48595525608479, 55.79248265]"
31077,"ул. Маршала Соколовского, д. 11, к. 1, Москва","[37.48580129993415, 55.7928854]"
31078,"ул. Маршала Соколовского, д. 14, Москва","[37.48442369951371, 55.7936621]"
31079,"ул. Машкова, д. 10, стр. 1, Москва","[37.651328, 55.7633613]"
31080,"ул. Машкова, д. 11, стр. 1, Москва","[37.6519759, 55.7639424]"
31081,"ул. Машкова, д. 18, стр. 1, Москва","[37.652748275907605, 55.7639342]"
31082,"ул. Менжинского, д. 20, к. 1, Москва","[37.67296715371472, 55.868743699999996]"
31083,"пер. Мерзляковский, д. 10, Москва","[37.59917866909397, 55.7547259]"
31084,"ул. Мещанская, д. 1, к. 3, Москва","[37.626414326772306, 55.774271850000005]"
31085,"ул. Минская, д. 1Г, к. 5, Москва","[37.49930731067302, 55.7111221]"
